user_id	item_id	rating	timestamp
0	0	1	954892800
1	1	1	957225600
2	2	1	957398400
0	3	1	963273600
3	4	1	986256000
3	5	1	988156800
4	6	1	993772800
5	2	1	1024790400
6	7	1	1032480000
5	8	1	1038614400
0	8	1	1039824000
7	9	1	1047340800
5	10	1	1049241600
8	8	1	1050883200
8	11	1	1056499200
8	12	1	1056499200
9	1	1	1058140800
2	13	1	1060128000
10	14	1	1060214400
11	15	1	1078099200
12	13	1	1079222400
13	16	1	1086912000
14	6	1	1089676800
15	17	1	1094083200
16	18	1	1094601600
16	8	1	1094601600
17	0	1	1105920000
12	0	1	1110326400
18	11	1	1113264000
18	8	1	1113264000
18	14	1	1113868800
18	19	1	1113868800
19	20	1	1120176000
20	21	1	1121817600
21	19	1	1122508800
21	11	1	1122768000
22	8	1	1124409600
23	22	1	1124668800
24	13	1	1125792000
23	9	1	1126915200
23	19	1	1126915200
23	23	1	1126915200
23	8	1	1134345600
25	24	1	1139961600
26	25	1	1141603200
27	21	1	1141776000
27	16	1	1141776000
28	11	1	1143849600
28	8	1	1148256000
29	26	1	1148342400
30	27	1	1148947200
31	28	1	1149033600
32	29	1	1149811200
10	11	1	1149897600
33	30	1	1150070400
33	31	1	1150070400
34	32	1	1150416000
31	32	1	1151107200
31	33	1	1151712000
28	34	1	1151884800
35	35	1	1151884800
36	15	1	1152748800
35	8	1	1153008000
36	36	1	1153180800
31	37	1	1153699200
37	7	1	1153785600
36	23	1	1154217600
25	38	1	1154649600
38	39	1	1155340800
39	35	1	1157760000
40	40	1	1157932800
41	41	1	1160611200
42	35	1	1161043200
43	42	1	1161561600
44	21	1	1163030400
45	43	1	1163203200
46	44	1	1164240000
8	18	1	1164672000
31	43	1	1165536000
47	45	1	1165536000
48	46	1	1167436800
49	14	1	1168300800
50	8	1	1168473600
50	22	1	1168560000
51	26	1	1169164800
52	47	1	1169856000
9	48	1	1170460800
53	35	1	1171670400
54	6	1	1172188800
15	35	1	1172361600
55	49	1	1173139200
56	17	1	1174521600
56	28	1	1174521600
17	7	1	1175385600
57	50	1	1176940800
58	13	1	1177372800
59	51	1	1177545600
60	42	1	1177977600
45	2	1	1178323200
61	21	1	1178409600
61	19	1	1178409600
62	51	1	1179014400
63	52	1	1179187200
56	53	1	1179187200
20	43	1	1179360000
64	54	1	1179705600
8	55	1	1180051200
65	37	1	1180137600
18	18	1	1180396800
