user_id	item_id	rating	timestamp
0	0	1	1095465600
1	1	1	1096416000
1	2	1	1096416000
2	3	1	1101686400
2	4	1	1101686400
2	5	1	1101686400
2	6	1	1101859200
3	7	1	1106870400
4	8	1	1110499200
5	9	1	1111708800
6	10	1	1127865600
7	11	1	1136592000
3	12	1	1140912000
3	13	1	1141344000
8	12	1	1147651200
8	14	1	1147737600
9	15	1	1150243200
10	16	1	1151107200
11	17	1	1154131200
12	17	1	1161388800
11	18	1	1166400000
11	19	1	1169856000
11	20	1	1172534400
13	21	1	1174608000
13	22	1	1174608000
10	23	1	1177027200
14	24	1	1190678400
1	25	1	1190937600
15	26	1	1192406400
15	27	1	1192492800
15	28	1	1192579200
1	29	1	1192838400
10	29	1	1194825600
9	30	1	1196208000
16	31	1	1197158400
17	32	1	1197331200
14	29	1	1197417600
16	33	1	1197504000
18	34	1	1197590400
19	35	1	1197676800
20	36	1	1197936000
14	11	1	1198108800
16	37	1	1198540800
14	38	1	1199664000
21	39	1	1199750400
22	37	1	1201478400
16	40	1	1202256000
23	29	1	1202428800
24	41	1	1202860800
5	42	1	1203811200
25	43	1	1204675200
26	44	1	1205625600
26	45	1	1205625600
26	46	1	1205971200
15	47	1	1206144000
15	48	1	1206144000
27	49	1	1208304000
17	50	1	1208822400
28	20	1	1209081600
29	51	1	1209081600
30	52	1	1209513600
31	53	1	1209686400
31	54	1	1209686400
31	55	1	1209686400
32	56	1	1209772800
24	57	1	1212537600
5	58	1	1214438400
24	59	1	1215302400
24	60	1	1215302400
24	61	1	1215302400
26	62	1	1217116800
16	63	1	1218672000
16	64	1	1218672000
26	56	1	1218672000
33	65	1	1219449600
33	55	1	1219449600
34	17	1	1219536000
35	66	1	1219968000
36	67	1	1221696000
17	68	1	1222905600
9	69	1	1222992000
37	70	1	1223683200
38	23	1	1224201600
39	71	1	1225497600
40	51	1	1226188800
38	72	1	1226188800
41	73	1	1226188800
6	74	1	1226361600
42	75	1	1226620800
17	76	1	1226620800
43	77	1	1227484800
44	78	1	1227830400
31	79	1	1227830400
36	15	1	1228348800
45	12	1	1229126400
45	14	1	1229126400
46	80	1	1229126400
46	49	1	1229126400
46	77	1	1229126400
45	81	1	1229212800
45	82	1	1229212800
45	83	1	1229299200
44	9	1	1229472000
47	84	1	1229644800
47	52	1	1229644800
48	85	1	1230422400
49	86	1	1230768000
44	87	1	1230768000
47	78	1	1230940800
50	88	1	1231372800
51	89	1	1231545600
52	90	1	1231632000
53	90	1	1232668800
54	91	1	1234137600
40	92	1	1234569600
34	37	1	1234569600
36	93	1	1235174400
26	94	1	1235260800
13	29	1	1235347200
41	9	1	1235606400
41	95	1	1235606400
55	23	1	1236211200
56	29	1	1237420800
56	96	1	1238025600
44	97	1	1239148800
57	98	1	1239667200
37	99	1	1239753600
26	100	1	1239840000
41	101	1	1240444800
58	54	1	1242172800
58	102	1	1242172800
58	103	1	1242172800
59	52	1	1242691200
59	104	1	1242691200
36	105	1	1242864000
60	106	1	1242864000
46	46	1	1243209600
61	17	1	1243296000
62	107	1	1244246400
4	108	1	1244246400
14	109	1	1244332800
14	110	1	1244592000
58	69	1	1244937600
58	111	1	1244937600
63	112	1	1245024000
14	14	1	1245110400
64	5	1	1245283200
14	113	1	1245974400
65	114	1	1246233600
66	67	1	1246752000
67	115	1	1247011200
14	116	1	1247184000
68	29	1	1247356800
54	117	1	1247702400
14	118	1	1247788800
68	117	1	1248048000
37	119	1	1248134400
69	102	1	1248134400
46	120	1	1248393600
14	121	1	1248652800
15	107	1	1249776000
70	77	1	1250035200
70	122	1	1250121600
4	123	1	1250208000
70	78	1	1250640000
23	23	1	1250726400
29	84	1	1250985600
71	124	1	1251072000
17	125	1	1251072000
54	126	1	1251244800
72	113	1	1251849600
73	29	1	1252022400
74	127	1	1252195200
41	128	1	1252195200
71	129	1	1252368000
75	23	1	1252886400
67	130	1	1253059200
67	131	1	1253059200
73	132	1	1253318400
76	133	1	1253491200
77	134	1	1253577600
68	135	1	1253577600
73	123	1	1253577600
72	102	1	1253664000
78	136	1	1253664000
73	137	1	1253750400
77	30	1	1254009600
14	132	1	1254096000
79	64	1	1254700800
80	36	1	1255219200
77	69	1	1255305600
81	138	1	1255478400
19	139	1	1255651200
19	65	1	1255737600
19	140	1	1255737600
19	64	1	1255737600
24	31	1	1255910400
14	141	1	1256083200
61	142	1	1256688000
82	143	1	1256774400
83	144	1	1256947200
83	145	1	1256947200
84	126	1	1257033600
82	71	1	1257206400
82	146	1	1257206400
82	147	1	1257465600
82	50	1	1257465600
85	31	1	1257984000
86	148	1	1257984000
86	149	1	1257984000
87	65	1	1258070400
12	150	1	1258416000
72	30	1	1258502400
72	116	1	1258502400
34	38	1	1259020800
34	151	1	1259020800
61	104	1	1259539200
21	152	1	1259625600
21	153	1	1259625600
56	154	1	1259712000
88	125	1	1259798400
89	155	1	1259798400
90	156	1	1260489600
21	157	1	1260489600
21	158	1	1260489600
91	85	1	1260662400
43	159	1	1260748800
43	160	1	1260748800
85	161	1	1261094400
85	162	1	1261094400
92	123	1	1261612800
85	64	1	1262044800
