user_id	item_id	rating	timestamp
0	0	1	970185600
1	1	1	983404800
2	1	1	996105600
3	2	1	996278400
4	3	1	1007078400
5	4	1	1007164800
6	5	1	1011744000
4	6	1	1016236800
7	7	1	1025913600
8	8	1	1030838400
9	7	1	1038268800
10	9	1	1045526400
11	9	1	1046304000
7	9	1	1049587200
12	7	1	1052438400
13	10	1	1054166400
14	7	1	1054771200
15	11	1	1059177600
16	12	1	1059436800
17	12	1	1059696000
18	12	1	1060300800
19	13	1	1063065600
19	14	1	1064448000
6	15	1	1065484800
20	16	1	1068249600
21	13	1	1069545600
22	17	1	1070150400
20	18	1	1070409600
20	19	1	1070409600
20	20	1	1070409600
20	21	1	1070409600
20	22	1	1070409600
20	23	1	1070582400
20	24	1	1070582400
20	25	1	1070582400
23	26	1	1070582400
24	12	1	1070668800
25	27	1	1070841600
26	28	1	1071100800
27	29	1	1071187200
28	30	1	1071532800
29	1	1	1072569600
9	31	1	1073001600
14	17	1	1073347200
30	32	1	1073865600
31	16	1	1074038400
32	33	1	1074124800
33	34	1	1074988800
34	28	1	1075507200
35	35	1	1075680000
36	36	1	1075852800
37	26	1	1076025600
37	11	1	1077148800
37	37	1	1077148800
38	33	1	1077667200
19	33	1	1078012800
19	38	1	1078012800
39	17	1	1079222400
25	6	1	1079740800
40	39	1	1079827200
41	11	1	1080172800
42	1	1	1081555200
43	7	1	1082073600
44	26	1	1082505600
45	39	1	1082764800
45	40	1	1082764800
46	14	1	1083024000
13	41	1	1083369600
47	17	1	1083456000
46	26	1	1083888000
48	7	1	1084406400
49	42	1	1085270400
50	16	1	1085788800
51	43	1	1087171200
52	7	1	1087430400
53	41	1	1087862400
54	3	1	1088467200
6	17	1	1088640000
55	44	1	1089417600
32	41	1	1089504000
45	7	1	1089849600
56	37	1	1089849600
57	17	1	1089936000
58	38	1	1090281600
59	26	1	1090713600
60	7	1	1091664000
61	17	1	1093996800
62	45	1	1093996800
63	5	1	1094169600
64	46	1	1094860800
65	45	1	1095120000
66	47	1	1096243200
67	48	1	1097107200
68	40	1	1097366400
69	49	1	1097452800
70	45	1	1097452800
71	50	1	1098144000
72	47	1	1098403200
73	47	1	1098662400
74	23	1	1099008000
75	41	1	1099094400
75	37	1	1099094400
