0	0	1.0	970185600.0
1	1	1.0	983404800.0
2	1	1.0	996105600.0
3	2	1.0	996278400.0
4	3	1.0	1007078400.0
5	4	1.0	1007164800.0
6	5	1.0	1011744000.0
4	6	1.0	1016236800.0
7	7	1.0	1025913600.0
8	8	1.0	1030838400.0
9	7	1.0	1038268800.0
10	9	1.0	1045526400.0
11	9	1.0	1046304000.0
7	9	1.0	1049587200.0
12	7	1.0	1052438400.0
13	10	1.0	1054166400.0
14	7	1.0	1054771200.0
15	11	1.0	1059177600.0
16	12	1.0	1059436800.0
17	12	1.0	1059696000.0
18	12	1.0	1060300800.0
19	13	1.0	1063065600.0
19	14	1.0	1064448000.0
6	15	1.0	1065484800.0
20	16	1.0	1068249600.0
21	13	1.0	1069545600.0
22	17	1.0	1070150400.0
20	18	1.0	1070409600.0
20	19	1.0	1070409600.0
20	20	1.0	1070409600.0
20	21	1.0	1070409600.0
20	22	1.0	1070409600.0
20	23	1.0	1070582400.0
20	24	1.0	1070582400.0
20	25	1.0	1070582400.0
23	26	1.0	1070582400.0
24	12	1.0	1070668800.0
25	27	1.0	1070841600.0
26	28	1.0	1071100800.0
27	29	1.0	1071187200.0
28	30	1.0	1071532800.0
29	1	1.0	1072569600.0
9	31	1.0	1073001600.0
14	17	1.0	1073347200.0
30	32	1.0	1073865600.0
31	16	1.0	1074038400.0
32	33	1.0	1074124800.0
33	34	1.0	1074988800.0
34	28	1.0	1075507200.0
35	35	1.0	1075680000.0
36	36	1.0	1075852800.0
37	26	1.0	1076025600.0
37	11	1.0	1077148800.0
37	37	1.0	1077148800.0
38	33	1.0	1077667200.0
19	33	1.0	1078012800.0
19	38	1.0	1078012800.0
39	17	1.0	1079222400.0
25	6	1.0	1079740800.0
40	39	1.0	1079827200.0
41	11	1.0	1080172800.0
42	1	1.0	1081555200.0
43	7	1.0	1082073600.0
44	26	1.0	1082505600.0
45	39	1.0	1082764800.0
45	40	1.0	1082764800.0
46	14	1.0	1083024000.0
13	41	1.0	1083369600.0
47	17	1.0	1083456000.0
46	26	1.0	1083888000.0
48	7	1.0	1084406400.0
49	42	1.0	1085270400.0
50	16	1.0	1085788800.0
51	43	1.0	1087171200.0
52	7	1.0	1087430400.0
53	41	1.0	1087862400.0
54	3	1.0	1088467200.0
6	17	1.0	1088640000.0
55	44	1.0	1089417600.0
32	41	1.0	1089504000.0
45	7	1.0	1089849600.0
56	37	1.0	1089849600.0
57	17	1.0	1089936000.0
58	38	1.0	1090281600.0
59	26	1.0	1090713600.0
60	7	1.0	1091664000.0
61	17	1.0	1093996800.0
62	45	1.0	1093996800.0
63	5	1.0	1094169600.0
64	46	1.0	1094860800.0
65	45	1.0	1095120000.0
66	47	1.0	1096243200.0
67	48	1.0	1097107200.0
68	40	1.0	1097366400.0
69	49	1.0	1097452800.0
70	45	1.0	1097452800.0
71	50	1.0	1098144000.0
72	47	1.0	1098403200.0
73	47	1.0	1098662400.0
74	23	1.0	1099008000.0
75	41	1.0	1099094400.0
75	37	1.0	1099094400.0
76	12	1.0	1099440000.0
77	39	1.0	1099612800.0
44	51	1.0	1100217600.0
37	52	1.0	1100736000.0
45	6	1.0	1101081600.0
78	53	1.0	1101340800.0
79	48	1.0	1101686400.0
80	50	1.0	1102204800.0
81	1	1.0	1103155200.0
59	54	1.0	1103155200.0
82	48	1.0	1104192000.0
83	39	1.0	1104537600.0
84	55	1.0	1104883200.0
85	14	1.0	1105574400.0
83	52	1.0	1106006400.0
44	52	1.0	1106092800.0
86	33	1.0	1106265600.0
87	7	1.0	1106524800.0
87	40	1.0	1106611200.0
88	56	1.0	1107129600.0
89	7	1.0	1107388800.0
90	57	1.0	1107820800.0
91	51	1.0	1107993600.0
92	58	1.0	1108080000.0
69	13	1.0	1109462400.0
93	49	1.0	1109808000.0
94	39	1.0	1110067200.0
95	59	1.0	1111363200.0
96	56	1.0	1114732800.0
97	45	1.0	1115078400.0
98	54	1.0	1115164800.0
21	17	1.0	1115424000.0
99	60	1.0	1116633600.0
100	41	1.0	1117843200.0
101	47	1.0	1118016000.0
65	17	1.0	1118102400.0
74	27	1.0	1118188800.0
102	40	1.0	1118361600.0
103	61	1.0	1118448000.0
104	29	1.0	1119225600.0
33	62	1.0	1119916800.0
105	54	1.0	1120953600.0
92	46	1.0	1121212800.0
106	2	1.0	1121558400.0
107	11	1.0	1122508800.0
107	37	1.0	1122508800.0
108	54	1.0	1122508800.0
109	50	1.0	1123804800.0
110	63	1.0	1123977600.0
13	64	1.0	1124323200.0
111	54	1.0	1124323200.0
18	65	1.0	1124582400.0
92	22	1.0	1124928000.0
92	44	1.0	1125014400.0
13	45	1.0	1125187200.0
112	66	1.0	1125446400.0
113	66	1.0	1125446400.0
95	50	1.0	1125705600.0
56	65	1.0	1125792000.0
114	66	1.0	1125792000.0
115	66	1.0	1126137600.0
116	51	1.0	1126483200.0
117	67	1.0	1126742400.0
118	59	1.0	1127088000.0
119	52	1.0	1127433600.0
31	68	1.0	1127865600.0
120	40	1.0	1128038400.0
121	55	1.0	1128384000.0
65	69	1.0	1128556800.0
122	59	1.0	1128643200.0
123	29	1.0	1128902400.0
13	65	1.0	1128988800.0
124	70	1.0	1128988800.0
125	56	1.0	1129075200.0
126	66	1.0	1129420800.0
127	19	1.0	1129852800.0
127	20	1.0	1129852800.0
128	55	1.0	1131667200.0
129	61	1.0	1131926400.0
65	71	1.0	1132099200.0
130	38	1.0	1132272000.0
131	29	1.0	1132963200.0
132	1	1.0	1133481600.0
30	55	1.0	1133740800.0
56	26	1.0	1133827200.0
133	72	1.0	1134432000.0
134	38	1.0	1134777600.0
135	54	1.0	1135728000.0
136	59	1.0	1135814400.0
137	73	1.0	1137024000.0
32	28	1.0	1137283200.0
138	17	1.0	1137283200.0
139	48	1.0	1138579200.0
140	60	1.0	1138838400.0
47	74	1.0	1139270400.0
141	42	1.0	1140566400.0
142	75	1.0	1140739200.0
143	70	1.0	1140825600.0
144	76	1.0	1141171200.0
145	77	1.0	1141516800.0
134	61	1.0	1141862400.0
146	78	1.0	1141862400.0
147	76	1.0	1141948800.0
148	79	1.0	1141948800.0
149	61	1.0	1142380800.0
150	80	1.0	1142467200.0
65	81	1.0	1142726400.0
151	74	1.0	1143417600.0
152	82	1.0	1144108800.0
153	73	1.0	1144454400.0
154	73	1.0	1144540800.0
155	42	1.0	1144972800.0
156	52	1.0	1145318400.0
157	5	1.0	1145404800.0
158	56	1.0	1145836800.0
158	83	1.0	1146528000.0
159	82	1.0	1146787200.0
160	84	1.0	1147392000.0
74	85	1.0	1148342400.0
161	43	1.0	1148515200.0
123	1	1.0	1148688000.0
162	86	1.0	1148688000.0
163	1	1.0	1148860800.0
72	87	1.0	1148860800.0
72	59	1.0	1149033600.0
164	71	1.0	1149638400.0
165	88	1.0	1151193600.0
166	56	1.0	1151280000.0
167	60	1.0	1152662400.0
165	0	1.0	1152748800.0
168	89	1.0	1153008000.0
169	76	1.0	1153612800.0
170	90	1.0	1153958400.0
171	83	1.0	1154044800.0
172	91	1.0	1154217600.0
173	47	1.0	1154649600.0
174	92	1.0	1154822400.0
127	87	1.0	1155254400.0
165	53	1.0	1156204800.0
175	93	1.0	1156204800.0
176	87	1.0	1156204800.0
177	94	1.0	1156377600.0
177	0	1.0	1156377600.0
178	54	1.0	1156377600.0
179	95	1.0	1156896000.0
180	76	1.0	1157328000.0
181	96	1.0	1157328000.0
182	75	1.0	1158192000.0
29	97	1.0	1158537600.0
183	82	1.0	1158624000.0
184	76	1.0	1159574400.0
185	30	1.0	1159660800.0
145	18	1.0	1159920000.0
186	47	1.0	1160092800.0
187	98	1.0	1160179200.0
188	99	1.0	1160265600.0
96	100	1.0	1160352000.0
189	101	1.0	1160524800.0
190	99	1.0	1161043200.0
191	92	1.0	1161216000.0
192	93	1.0	1161561600.0
