102	1121	1.0	874724710.0
102	1233	1.0	874724727.0
102	1097	1.0	874724754.0
102	1305	1.0	874724781.0
102	1265	1.0	874724843.0
102	1676	1.0	874724882.0
102	1950	1.0	874724882.0
102	1004	1.0	874724905.0
102	1915	1.0	874724937.0
102	1084	1.0	874724988.0
102	1057	1.0	874725081.0
102	1080	1.0	874725120.0
102	1998	1.0	874725264.0
102	1255	1.0	874725386.0
102	1291	1.0	874725485.0
102	1184	1.0	874725485.0
846	1675	1.0	874728168.0
846	1434	1.0	874728338.0
846	1350	1.0	874728338.0
846	1390	1.0	874728370.0
846	1799	1.0	874728396.0
846	1725	1.0	874728396.0
846	1651	1.0	874728430.0
846	1396	1.0	874728461.0
846	1347	1.0	874728565.0
846	1360	1.0	874728598.0
706	1120	1.0	874729682.0
706	2080	1.0	874729682.0
706	1562	1.0	874729749.0
706	1252	1.0	874729750.0
706	1368	1.0	874729750.0
706	1301	1.0	874729750.0
706	1058	1.0	874729778.0
706	1156	1.0	874729778.0
706	1264	1.0	874729816.0
706	1235	1.0	874729816.0
706	1100	1.0	874729850.0
706	1760	1.0	874729850.0
706	1662	1.0	874729850.0
706	1046	1.0	874729850.0
706	996	1.0	874729901.0
706	1265	1.0	874729901.0
706	1105	1.0	874729901.0
706	1035	1.0	874729935.0
706	1237	1.0	874729935.0
706	1379	1.0	874729935.0
706	1462	1.0	874729935.0
706	973	1.0	874729935.0
706	1678	1.0	874729935.0
706	1001	1.0	874729960.0
706	1382	1.0	874729995.0
706	1424	1.0	874729995.0
706	1045	1.0	874729995.0
706	964	1.0	874729996.0
706	1356	1.0	874729996.0
706	1397	1.0	874729996.0
706	1175	1.0	874730031.0
706	1188	1.0	874730031.0
706	1123	1.0	874730031.0
706	1113	1.0	874730031.0
706	994	1.0	874730056.0
706	1151	1.0	874730085.0
706	1135	1.0	874730085.0
706	1243	1.0	874730085.0
706	1056	1.0	874730085.0
706	2147	1.0	874730155.0
706	1089	1.0	874730155.0
706	977	1.0	874730155.0
706	2474	1.0	874730155.0
706	991	1.0	874730179.0
706	959	1.0	874730206.0
706	2239	1.0	874730206.0
706	1273	1.0	874730206.0
706	1409	1.0	874730234.0
706	1520	1.0	874730234.0
706	1302	1.0	874730234.0
706	1079	1.0	874730234.0
706	2062	1.0	874730235.0
706	1493	1.0	874730261.0
706	1785	1.0	874730261.0
706	1253	1.0	874730261.0
706	1126	1.0	874730261.0
706	1863	1.0	874730293.0
706	1500	1.0	874730293.0
706	1291	1.0	874730293.0
706	1208	1.0	874730320.0
706	1472	1.0	874730320.0
706	1162	1.0	874730320.0
706	1831	1.0	874730342.0
706	1310	1.0	874730370.0
706	1554	1.0	874730370.0
706	1227	1.0	874730370.0
706	1260	1.0	874730370.0
706	997	1.0	874730396.0
706	1198	1.0	874730396.0
706	1637	1.0	874730396.0
706	1518	1.0	874730420.0
706	1880	1.0	874730443.0
706	1289	1.0	874730467.0
706	1375	1.0	874730467.0
706	1418	1.0	874730467.0
706	1905	1.0	874730490.0
706	1145	1.0	874730491.0
706	1416	1.0	874730491.0
706	1340	1.0	874730491.0
706	1274	1.0	874730520.0
706	1419	1.0	874730520.0
706	1849	1.0	874730520.0
706	965	1.0	874730521.0
706	1993	1.0	874730521.0
706	1534	1.0	874730552.0
706	1298	1.0	874730552.0
706	970	1.0	874730552.0
706	1487	1.0	874730553.0
706	1488	1.0	874730553.0
846	1027	1.0	874767408.0
846	1246	1.0	874767408.0
846	955	1.0	874767408.0
846	1308	1.0	874767519.0
846	1080	1.0	874767550.0
846	1332	1.0	874767550.0
846	1068	1.0	874767550.0
21	1596	1.0	874774286.0
21	1233	1.0	874774286.0
21	995	1.0	874774449.0
21	1088	1.0	874774449.0
21	1033	1.0	874774575.0
21	1389	1.0	874774575.0
21	993	1.0	874774575.0
21	2020	1.0	874774575.0
21	1301	1.0	874774718.0
21	1102	1.0	874774719.0
21	1336	1.0	874774815.0
21	1656	1.0	874774956.0
21	1125	1.0	874774956.0
21	1166	1.0	874774956.0
21	972	1.0	874774993.0
21	1021	1.0	874775038.0
21	1097	1.0	874775038.0
21	1214	1.0	874775136.0
21	1591	1.0	874775136.0
21	1458	1.0	874775136.0
21	1806	1.0	874775185.0
21	1153	1.0	874775185.0
21	1639	1.0	874775262.0
21	1031	1.0	874775262.0
21	1496	1.0	874775262.0
21	1478	1.0	874775262.0
21	956	1.0	874775311.0
21	1347	1.0	874775311.0
21	1475	1.0	874775406.0
21	1308	1.0	874775406.0
21	1190	1.0	874775406.0
21	1480	1.0	874775406.0
21	1250	1.0	874775406.0
21	996	1.0	874775406.0
21	1222	1.0	874775465.0
21	1309	1.0	874775465.0
21	1431	1.0	874775465.0
21	1084	1.0	874775535.0
21	1978	1.0	874775535.0
21	961	1.0	874775580.0
21	1142	1.0	874775580.0
21	1648	1.0	874775580.0
21	1299	1.0	874775580.0
21	954	1.0	874775614.0
21	1725	1.0	874775647.0
21	2107	1.0	874775680.0
21	1249	1.0	874775731.0
21	1080	1.0	874775815.0
21	1816	1.0	874775815.0
21	1499	1.0	874775849.0
21	969	1.0	874775914.0
21	1121	1.0	874775914.0
21	1109	1.0	874775945.0
21	1360	1.0	874775945.0
21	1467	1.0	874775980.0
21	1451	1.0	874775980.0
636	1137	1.0	874777260.0
636	1173	1.0	874777440.0
636	1241	1.0	874777491.0
636	1043	1.0	874777491.0
636	1036	1.0	874777528.0
636	1160	1.0	874777528.0
636	1515	1.0	874777528.0
636	1800	1.0	874777583.0
636	949	1.0	874777623.0
636	1204	1.0	874777623.0
636	1293	1.0	874777658.0
636	1183	1.0	874777701.0
636	1281	1.0	874777735.0
636	1349	1.0	874777735.0
636	1232	1.0	874777735.0
636	1343	1.0	874777765.0
636	1444	1.0	874777833.0
636	1221	1.0	874777890.0
636	1300	1.0	874777925.0
636	1144	1.0	874777948.0
636	1191	1.0	874777974.0
636	1473	1.0	874777998.0
636	991	1.0	874778065.0
636	1535	1.0	874778065.0
636	1367	1.0	874778065.0
636	1340	1.0	874778095.0
636	1576	1.0	874778096.0
636	1037	1.0	874778154.0
636	1180	1.0	874778181.0
636	1590	1.0	874778207.0
636	1494	1.0	874778240.0
636	988	1.0	874778240.0
636	1046	1.0	874778240.0
636	1471	1.0	874778274.0
636	1501	1.0	874778274.0
636	1184	1.0	874778274.0
636	1139	1.0	874778274.0
636	1752	1.0	874778299.0
636	1593	1.0	874778299.0
636	1235	1.0	874778345.0
636	1678	1.0	874778345.0
636	1123	1.0	874778366.0
636	1090	1.0	874778424.0
636	1152	1.0	874778479.0
636	1448	1.0	874778479.0
636	1352	1.0	874778479.0
636	1370	1.0	874778479.0
636	1400	1.0	874778479.0
636	1056	1.0	874778515.0
636	1100	1.0	874778515.0
636	1443	1.0	874778515.0
636	1745	1.0	874778568.0
636	1091	1.0	874778568.0
636	1058	1.0	874778569.0
636	1420	1.0	874778569.0
636	1145	1.0	874778569.0
636	1702	1.0	874778569.0
636	1487	1.0	874778612.0
636	1319	1.0	874778612.0
636	1642	1.0	874778612.0
636	1240	1.0	874778612.0
636	1476	1.0	874778613.0
636	1193	1.0	874778696.0
636	1312	1.0	874778722.0
636	1922	1.0	874778756.0
636	2057	1.0	874778756.0
636	1870	1.0	874778756.0
21	1294	1.0	874780832.0
21	1980	1.0	874780860.0
594	1512	1.0	874780864.0
594	1364	1.0	874780864.0
594	1061	1.0	874780909.0
594	1843	1.0	874780945.0
21	1460	1.0	874780969.0
21	2130	1.0	874780996.0
594	2013	1.0	874781004.0
594	993	1.0	874781004.0
21	1650	1.0	874781037.0
21	2126	1.0	874781037.0
594	1002	1.0	874781050.0
21	1172	1.0	874781067.0
21	2035	1.0	874781068.0
594	996	1.0	874781076.0
594	1133	1.0	874781076.0
594	1077	1.0	874781173.0
594	1331	1.0	874781173.0
21	1034	1.0	874781198.0
21	2347	1.0	874781198.0
21	1160	1.0	874781198.0
21	1173	1.0	874781198.0
21	1398	1.0	874781198.0
594	1539	1.0	874781207.0
21	1511	1.0	874781257.0
21	1046	1.0	874781257.0
21	978	1.0	874781257.0
21	1045	1.0	874781303.0
21	1300	1.0	874781303.0
21	1311	1.0	874781351.0
21	1161	1.0	874781352.0
21	1175	1.0	874781352.0
21	1482	1.0	874781407.0
21	1291	1.0	874781407.0
21	1183	1.0	874781460.0
21	965	1.0	874781547.0
21	1623	1.0	874781547.0
21	1375	1.0	874781628.0
